No;Kurum;Ders Kategorisi;Ders Açıklaması;Ders Konusu;Tarih;Süre;Klasör Adı;Oynatma Linki
300;Türkçe ÖABTdeyiz;2025 DİL BİLİM;;SON DİL BİLİM KURAMLARI;23.12.2024 18:44;62 dk;892b584343d0c9fc7ab552c5c90bbfd699dca74d-1736611005480;https://185.86.155.222/playback/presentation/2.3/892b584343d0c9fc7ab552c5c90bbfd699dca74d-1736611005480
301;Belirsiz / Bilinmeyen Müşteri;Savunma Sanayii, Robotik ve Uzay Teknolojileri;ID ve Kelime Eşleşmesi Bulunamadı;Savunma Sanayii, Robotik ve Uzay Teknolojileri;4.08.2025 21:08;Bilinmiyor;88d69de1a3b9f514bd92c3c9a1f91277fccb196d-1754330893190;https://185.86.155.222/playback/presentation/2.3/88d69de1a3b9f514bd92c3c9a1f91277fccb196d-1754330893190
302;Belirsiz / Bilinmeyen Müşteri;Yeni Türk Dili 5, Ses Bilgisi;ID ve Kelime Eşleşmesi Bulunamadı;Yeni Türk Dili 5, Ses Bilgisi;29.11.2022 20:51;Bilinmiyor;419dc6afc5a73cec4363868eee3833ee82885b48-1669744301796;https://185.86.155.222/playback/presentation/2.3/419dc6afc5a73cec4363868eee3833ee82885b48-1669744301796
303;Belirsiz / Bilinmeyen Müşteri;MAARİF PROGRAMI-1;ID ve Kelime Eşleşmesi Bulunamadı;MAARİF PROGRAMI-1;19.04.2025 18:50;Bilinmiyor;a7bb88795d338b5aaf53e13882b28f159d978cf6-1745077844919;https://185.86.155.222/playback/presentation/2.3/a7bb88795d338b5aaf53e13882b28f159d978cf6-1745077844919
304;Türkçe ÖABTdeyiz;.2026 HALK EDEBİYATI;;halk edebiyatında tür ve şekil;10.11.2025 18:53;40 dk;6fb816cac8d877ed782a082bbfb25c5eb5744b39-1765212609202;https://185.86.155.222/playback/presentation/2.3/6fb816cac8d877ed782a082bbfb25c5eb5744b39-1765212609202
305;Belirsiz / Bilinmeyen Müşteri;BLOOM TAKSONOMİSİ;ID ve Kelime Eşleşmesi Bulunamadı;BLOOM TAKSONOMİSİ;12.04.2025 20:43;Bilinmiyor;a7bb88795d338b5aaf53e13882b28f159d978cf6-1744479809750;https://185.86.155.222/playback/presentation/2.3/a7bb88795d338b5aaf53e13882b28f159d978cf6-1744479809750
306;Türkçe ÖABTdeyiz;.2026 MAARİF PROGRAMI;;ÖĞRENME ÇIKTILARI SORU ÇÖZÜMÜ - 7;13.06.2026 18:51;45 dk;51ff007f49e5d77e56517d69fb5c853e9d09bd18-1776613676929;https://185.86.155.222/playback/presentation/2.3/51ff007f49e5d77e56517d69fb5c853e9d09bd18-1776613676929
307;Belirsiz / Bilinmeyen Müşteri;16) Dil bilgisi (Biçim/Şekil/Yapı Bilgisi-Sözcükte Yapı)-4;ID ve Kelime Eşleşmesi Bulunamadı;16) Dil bilgisi (Biçim/Şekil/Yapı Bilgisi-Sözcükte Yapı)-4;6.12.2024 18:54;Bilinmiyor;3952b1ba6290cff1170a97c1b872549e03a00571-1733500472547;https://185.86.155.222/playback/presentation/2.3/3952b1ba6290cff1170a97c1b872549e03a00571-1733500472547
308;Belirsiz / Bilinmeyen Müşteri;YTE Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;YTE Konu: ;21.03.2024 20:03;Bilinmiyor;330be349abdae5d0aa48869ef79df560520745c5-1711040599372;https://185.86.155.222/playback/presentation/2.3/330be349abdae5d0aa48869ef79df560520745c5-1711040599372
309;Belirsiz / Bilinmeyen Müşteri;CUMHURİYET DÖNEMİ TİYATRO;ID ve Kelime Eşleşmesi Bulunamadı;CUMHURİYET DÖNEMİ TİYATRO;7.05.2024 20:48;Bilinmiyor;dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1715104085475;https://185.86.155.222/playback/presentation/2.3/dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1715104085475
310;Belirsiz / Bilinmeyen Müşteri;Zeki Tuğa İnkılap Tarihi ;ID ve Kelime Eşleşmesi Bulunamadı;Zeki Tuğa İnkılap Tarihi ;21.06.2023 17:47;Bilinmiyor;29bf1d5b50fa1442d4db6047671b1933630984ab-1687358831237;https://185.86.155.222/playback/presentation/2.3/29bf1d5b50fa1442d4db6047671b1933630984ab-1687358831237
311;Belirsiz / Bilinmeyen Müşteri;2020 YENİ TÜRK EDEBİYATI;ID ve Kelime Eşleşmesi Bulunamadı;2020 YENİ TÜRK EDEBİYATI;16.07.2023 11:37;Bilinmiyor;b45736dce4f683db2674f14377ab5e6a8c21bda8-1689496670513;https://185.86.155.222/playback/presentation/2.3/b45736dce4f683db2674f14377ab5e6a8c21bda8-1689496670513
312;Türkçe ÖABTdeyiz;.2026 YENİ TÜRK EDEBİYATI;;CUMHURİYET TİYATROSU-2 VE ÖĞRETİCİ METİNLER-1;8.05.2026 21:22;42 dk;80b76a73d9fdf418aed6e143de1468fe9615c84a-1771084779295;https://185.86.155.222/playback/presentation/2.3/80b76a73d9fdf418aed6e143de1468fe9615c84a-1771084779295
313;Türkçe ÖABTdeyiz;2025 - GENEL TEKRAR;;DÖRT TEMEL BECERİ - 7;11.07.2025 18:39;45 dk;059f2ad29732c04932217af6f0290782094cecca-1751039520333;https://185.86.155.222/playback/presentation/2.3/059f2ad29732c04932217af6f0290782094cecca-1751039520333
314;Belirsiz / Bilinmeyen Müşteri;Eski Edebiyat Genel Tekrar Soru Çözümü 7;ID ve Kelime Eşleşmesi Bulunamadı;Eski Edebiyat Genel Tekrar Soru Çözümü 7;2.08.2023 20:36;Bilinmiyor;a2618ded70aecdb52fb93865cc1cc5151e90e0b5-1690997785550;https://185.86.155.222/playback/presentation/2.3/a2618ded70aecdb52fb93865cc1cc5151e90e0b5-1690997785550
315;Türkçe ÖABTdeyiz;.2026 DÜNYA EDEBİYATI;;fransız 6;30.11.2025 18:46;45 dk;35055dac95adb3f6c0c8afe1593ea9f87912dc72-1763316116109;https://185.86.155.222/playback/presentation/2.3/35055dac95adb3f6c0c8afe1593ea9f87912dc72-1763316116109
316;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - ESKİ TÜRK EDEBİYATI;;şerh;14.05.2025 18:43;45 dk;7d856a5528132d97c75d058e84f41111ba0cfb69-1747244886369;https://185.86.155.222/playback/presentation/2.3/7d856a5528132d97c75d058e84f41111ba0cfb69-1747244886369
317;Türkçe ÖABTdeyiz;TYT Türkçe Konu: Ses Bilgisi;Arşiv / Eski Dönem Dersi;TYT Türkçe Konu: Ses Bilgisi;25.10.2023 20:24;Bilinmiyor;39ada7948e44a190c6a5310af57282c355750bd8-1698254695860;https://185.86.155.222/playback/presentation/2.3/39ada7948e44a190c6a5310af57282c355750bd8-1698254695860
318;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - HALK EDEBİYATI;;5. ders;30.06.2024 18:46;46 dk;2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1778082706584;https://185.86.155.222/playback/presentation/2.3/2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1778082706584
319;Belirsiz / Bilinmeyen Müşteri;Yeni Türk Dili 10, Fiiller ve Fiilimsiler;ID ve Kelime Eşleşmesi Bulunamadı;Yeni Türk Dili 10, Fiiller ve Fiilimsiler;13.12.2022 19:54;Bilinmiyor;2b64d04ec742edbe89e046f7967ce553392d0b1e-1670950485995;https://185.86.155.222/playback/presentation/2.3/2b64d04ec742edbe89e046f7967ce553392d0b1e-1670950485995
320;Belirsiz / Bilinmeyen Müşteri;Biyoloji Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Biyoloji Konu: ;6.01.2024 09:59;Bilinmiyor;31cdc55918b71b5514504f28eb851543eef75ede-1704524375305;https://185.86.155.222/playback/presentation/2.3/31cdc55918b71b5514504f28eb851543eef75ede-1704524375305
321;Türkçe ÖABTdeyiz;Çağatay Türkçesi 47 Çağatay Türkçesi;Arşiv / Eski Dönem Dersi;Çağatay Türkçesi 47 Çağatay Türkçesi;23.03.2023 20:15;Bilinmiyor;5f8f27850111931f4769f7f3dac9e5e4675aa363-1679591709768;https://185.86.155.222/playback/presentation/2.3/5f8f27850111931f4769f7f3dac9e5e4675aa363-1679591709768
322;Belirsiz / Bilinmeyen Müşteri;Bilinmeyen Toplanti;ID ve Kelime Eşleşmesi Bulunamadı;Bilinmeyen Toplanti;29.07.2024 19:26;Bilinmiyor;569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722270395917;https://185.86.155.222/playback/presentation/2.3/569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722270395917
323;Türkçe ÖABTdeyiz;.2026 DÖRT TEMEL BECERİ;;DİNLEME YÖNTEM VE TEKNİKLERİ - 2;13.12.2025 20:43;32 dk;2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1768664880867;https://185.86.155.222/playback/presentation/2.3/2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1768664880867
324;Türkçe ÖABTdeyiz;.2026 DÖRT TEMEL BECERİ;;DİNLEME YÖNTEM VE TEKNİKLERİ - 2;13.12.2025 20:43;32 dk;2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1779554374357;https://185.86.155.222/playback/presentation/2.3/2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1779554374357
325;Türkçe ÖABTdeyiz;.2026 DİL BİLİM;;Gösterge Bilimi (Semiyotik) - 3 BELKİ Metin Bilimine de gireriz. :));29.03.2026 19:48;39 dk;63f2e14f54fa66ec3aceda1ecb023cfc40028865-1761327815103;https://185.86.155.222/playback/presentation/2.3/63f2e14f54fa66ec3aceda1ecb023cfc40028865-1761327815103
326;Belirsiz / Bilinmeyen Müşteri;CUMHURİYET ŞİİR-10;ID ve Kelime Eşleşmesi Bulunamadı;CUMHURİYET ŞİİR-10;4.03.2025 20:28;Bilinmiyor;299cbd7fac79e094a9bc3b87c31b8813983b41dd-1741109296408;https://185.86.155.222/playback/presentation/2.3/299cbd7fac79e094a9bc3b87c31b8813983b41dd-1741109296408
327;Türkçe ÖABTdeyiz;.2026 DÖRT TEMEL BECERİ;;DİNLEME YÖNTEM VE TEKNİKLERİ - 2;13.12.2025 20:43;32 dk;2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1761407434641;https://185.86.155.222/playback/presentation/2.3/2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1761407434641
328;Belirsiz / Bilinmeyen Müşteri;İLLE DE ROMAN 4;ID ve Kelime Eşleşmesi Bulunamadı;İLLE DE ROMAN 4;10.07.2024 20:02;Bilinmiyor;8b04ea855d9d5c790faa74e3a476ed6085b6364e-1720630938576;https://185.86.155.222/playback/presentation/2.3/8b04ea855d9d5c790faa74e3a476ed6085b6364e-1720630938576
329;Belirsiz / Bilinmeyen Müşteri;AYT Edebiyat: Güzel sanatlar, Coşkuya Bağlı Metinler ;ID ve Kelime Eşleşmesi Bulunamadı;AYT Edebiyat: Güzel sanatlar, Coşkuya Bağlı Metinler ;9.12.2023 14:45;Bilinmiyor;2cc51447369a4a4491cccaa8c607a5d00c31a055-1702122358334;https://185.86.155.222/playback/presentation/2.3/2cc51447369a4a4491cccaa8c607a5d00c31a055-1702122358334
330;Türkçe ÖABTdeyiz;.2026 YENİ TÜRK EDEBİYATI;;CUMHURİYET TİYATROSU-2 VE ÖĞRETİCİ METİNLER-1;8.05.2026 21:22;42 dk;80b76a73d9fdf418aed6e143de1468fe9615c84a-1770832550769;https://185.86.155.222/playback/presentation/2.3/80b76a73d9fdf418aed6e143de1468fe9615c84a-1770832550769
331;Türkçe ÖABTdeyiz;2025 DİL BİLİM;;SON DİL BİLİM KURAMLARI;23.12.2024 18:44;62 dk;892b584343d0c9fc7ab552c5c90bbfd699dca74d-1738511724171;https://185.86.155.222/playback/presentation/2.3/892b584343d0c9fc7ab552c5c90bbfd699dca74d-1738511724171
332;Türkçe ÖABTdeyiz;2025 - GENEL TEKRAR;;DÖRT TEMEL BECERİ - 7;11.07.2025 18:39;45 dk;059f2ad29732c04932217af6f0290782094cecca-1751478319909;https://185.86.155.222/playback/presentation/2.3/059f2ad29732c04932217af6f0290782094cecca-1751478319909
333;Belirsiz / Bilinmeyen Müşteri;DÜNYA ÇOCUK EDEBİYATI-2;ID ve Kelime Eşleşmesi Bulunamadı;DÜNYA ÇOCUK EDEBİYATI-2;1.05.2024 22:24;Bilinmiyor;f67b4948b1592313c2fb1206ef8b9f23a7902842-1714591482845;https://185.86.155.222/playback/presentation/2.3/f67b4948b1592313c2fb1206ef8b9f23a7902842-1714591482845
334;Belirsiz / Bilinmeyen Müşteri;Vatandaşlık Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Vatandaşlık Konu: ;10.01.2024 18:59;Bilinmiyor;4e7fae8918da342b74efad293a4d66a7f65cff00-1704902381839;https://185.86.155.222/playback/presentation/2.3/4e7fae8918da342b74efad293a4d66a7f65cff00-1704902381839
335;Türkçe ÖABTdeyiz;..2026 GENEL TEKRAR;;Eski Türk Edebiyatı-2;22.06.2026 19:53;45 dk;8797722914e101baa4578694025ea8348a748303-1782406674235;https://185.86.155.222/playback/presentation/2.3/8797722914e101baa4578694025ea8348a748303-1782406674235
336;Belirsiz / Bilinmeyen Müşteri;TANZİMAT EDEBİYATI 2. DÖNEM 4. DERS;ID ve Kelime Eşleşmesi Bulunamadı;TANZİMAT EDEBİYATI 2. DÖNEM 4. DERS;28.11.2023 20:47;Bilinmiyor;dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1701193626436;https://185.86.155.222/playback/presentation/2.3/dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1701193626436
337;Belirsiz / Bilinmeyen Müşteri;7528 ÖMK 3. Ders;ID ve Kelime Eşleşmesi Bulunamadı;7528 ÖMK 3. Ders;10.03.2025 21:44;Bilinmiyor;39b8e5c38215661f894cd61d9724d310769dd785-1741632253694;https://185.86.155.222/playback/presentation/2.3/39b8e5c38215661f894cd61d9724d310769dd785-1741632253694
338;Belirsiz / Bilinmeyen Müşteri;İnkılap Soru Çözümü ;ID ve Kelime Eşleşmesi Bulunamadı;İnkılap Soru Çözümü ;17.04.2024 20:21;Bilinmiyor;06260d18fb0db3b8a5ce095d9ab4e165223dce0a-1713374501767;https://185.86.155.222/playback/presentation/2.3/06260d18fb0db3b8a5ce095d9ab4e165223dce0a-1713374501767
339;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - ESKİ TÜRK EDEBİYATI;;şerh;14.05.2025 18:43;45 dk;7d856a5528132d97c75d058e84f41111ba0cfb69-1748447736351;https://185.86.155.222/playback/presentation/2.3/7d856a5528132d97c75d058e84f41111ba0cfb69-1748447736351
340;Belirsiz / Bilinmeyen Müşteri;Eski Türk Dili Genel Tekrar ;ID ve Kelime Eşleşmesi Bulunamadı;Eski Türk Dili Genel Tekrar ;2.08.2023 15:53;Bilinmiyor;b608f10726fa82cc564f2145f96e12b677537491-1690980793324;https://185.86.155.222/playback/presentation/2.3/b608f10726fa82cc564f2145f96e12b677537491-1690980793324
341;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - DİL BİLGİSİ;;4- SES BİLGİSİ;9.03.2025 20:11;44 dk;c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1774462427692;https://185.86.155.222/playback/presentation/2.3/c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1774462427692
342;Belirsiz / Bilinmeyen Müşteri;Alan Eğitimi Soru Çözümü 2 ;ID ve Kelime Eşleşmesi Bulunamadı;Alan Eğitimi Soru Çözümü 2 ;4.08.2023 20:19;Bilinmiyor;1b83b99b582f3c66f015ab0fcc41deacb8b99355-1691169582130;https://185.86.155.222/playback/presentation/2.3/1b83b99b582f3c66f015ab0fcc41deacb8b99355-1691169582130
343;Türkçe ÖABTdeyiz;.2026 DİL BİLGİSİ;;ŞEKİL/YAPI/BİÇİM BİLGİSİ ( Yapısı Bakımından Sözcükler)-1;18.11.2025 18:59;41 dk;dc12c9d877c70209ea7d0274e884c99ee397001f-1768326315853;https://185.86.155.222/playback/presentation/2.3/dc12c9d877c70209ea7d0274e884c99ee397001f-1768326315853
344;Türkçe ÖABTdeyiz;.2026 DÖRT TEMEL BECERİ;;DİNLEME YÖNTEM VE TEKNİKLERİ - 2;13.12.2025 20:43;32 dk;2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1763826830522;https://185.86.155.222/playback/presentation/2.3/2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1763826830522
345;Türkçe ÖABTdeyiz;.2026 DÖRT TEMEL BECERİ;;DİNLEME YÖNTEM VE TEKNİKLERİ - 2;13.12.2025 20:43;32 dk;2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1772559942626;https://185.86.155.222/playback/presentation/2.3/2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1772559942626
346;Belirsiz / Bilinmeyen Müşteri;TYT Coğrafya Soru Çözümü;ID ve Kelime Eşleşmesi Bulunamadı;TYT Coğrafya Soru Çözümü;21.05.2024 18:58;Bilinmiyor;6fe13d4dfda6a87984da7a490ed256c293106d00-1716307113569;https://185.86.155.222/playback/presentation/2.3/6fe13d4dfda6a87984da7a490ed256c293106d00-1716307113569
347;Belirsiz / Bilinmeyen Müşteri;DİL ÖĞRETİM MODELLERİ;ID ve Kelime Eşleşmesi Bulunamadı;DİL ÖĞRETİM MODELLERİ;29.05.2024 19:51;Bilinmiyor;6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1717001509807;https://185.86.155.222/playback/presentation/2.3/6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1717001509807
348;Türkçe ÖABTdeyiz;YABANCILARA TÜRKÇE ÖĞRETİMİ GİRİŞ;Arşiv / Eski Dönem Dersi;YABANCILARA TÜRKÇE ÖĞRETİMİ GİRİŞ;5.07.2024 20:47;Bilinmiyor;6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1720201653807;https://185.86.155.222/playback/presentation/2.3/6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1720201653807
349;Belirsiz / Bilinmeyen Müşteri;ÇOCUK EDEBİYATI SORU ÇÖZÜMÜ 2 PREMIUM....:);ID ve Kelime Eşleşmesi Bulunamadı;ÇOCUK EDEBİYATI SORU ÇÖZÜMÜ 2 PREMIUM....:);26.07.2024 18:37;Bilinmiyor;569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722008256016;https://185.86.155.222/playback/presentation/2.3/569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722008256016
350;Türkçe ÖABTdeyiz;2025 ESKİ TÜRK EDEBİYATI;;aruz ve işlemler;29.01.2025 20:38;43 dk;fe534ba2be486200b29eba3998f61d35ede4b765-1739375804052;https://185.86.155.222/playback/presentation/2.3/fe534ba2be486200b29eba3998f61d35ede4b765-1739375804052
351;Belirsiz / Bilinmeyen Müşteri;halk edbiyatı genel tekrar;ID ve Kelime Eşleşmesi Bulunamadı;halk edbiyatı genel tekrar;30.07.2024 17:18;Bilinmiyor;569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722349081747;https://185.86.155.222/playback/presentation/2.3/569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722349081747
352;Belirsiz / Bilinmeyen Müşteri;4. DENEME (DÖRT TEMEL BECERİ ÇÖZÜM-2);ID ve Kelime Eşleşmesi Bulunamadı;4. DENEME (DÖRT TEMEL BECERİ ÇÖZÜM-2);9.05.2024 07:19;Bilinmiyor;15a2ee8b633f754e598185dfa9a9fcf803a820c1-1715228373478;https://185.86.155.222/playback/presentation/2.3/15a2ee8b633f754e598185dfa9a9fcf803a820c1-1715228373478
353;Türkçe ÖABTdeyiz;.2026 DİL BİLİM;;Gösterge Bilimi (Semiyotik) - 3 BELKİ Metin Bilimine de gireriz. :));29.03.2026 19:48;39 dk;63f2e14f54fa66ec3aceda1ecb023cfc40028865-1765561240504;https://185.86.155.222/playback/presentation/2.3/63f2e14f54fa66ec3aceda1ecb023cfc40028865-1765561240504
354;Türkçe ÖABTdeyiz;2025 ESKİ TÜRK EDEBİYATI;;aruz ve işlemler;29.01.2025 20:38;43 dk;fe534ba2be486200b29eba3998f61d35ede4b765-1731519573290;https://185.86.155.222/playback/presentation/2.3/fe534ba2be486200b29eba3998f61d35ede4b765-1731519573290
355;Belirsiz / Bilinmeyen Müşteri;CUMHURİYET DÖNEMİ SANATÇILAR DEVAM 2;ID ve Kelime Eşleşmesi Bulunamadı;CUMHURİYET DÖNEMİ SANATÇILAR DEVAM 2;26.03.2023 21:57;Bilinmiyor;cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1679857028140;https://185.86.155.222/playback/presentation/2.3/cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1679857028140
356;Belirsiz / Bilinmeyen Müşteri;AYT Matematik Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;AYT Matematik Konu: ;14.01.2024 11:37;Bilinmiyor;14a8dda545d952458399ace37b70d3692f379972-1705221458879;https://185.86.155.222/playback/presentation/2.3/14a8dda545d952458399ace37b70d3692f379972-1705221458879
357;Belirsiz / Bilinmeyen Müşteri;beyit incelemeleri ve nazım türleri;ID ve Kelime Eşleşmesi Bulunamadı;beyit incelemeleri ve nazım türleri;10.12.2023 16:52;Bilinmiyor;58fee96126fbde0c4f5e3c147df457ad979a56d4-1702216376169;https://185.86.155.222/playback/presentation/2.3/58fee96126fbde0c4f5e3c147df457ad979a56d4-1702216376169
358;Türkçe ÖABTdeyiz;..2026 GENEL TEKRAR;;Eski Türk Edebiyatı-2;22.06.2026 19:53;45 dk;8797722914e101baa4578694025ea8348a748303-1782414040653;https://185.86.155.222/playback/presentation/2.3/8797722914e101baa4578694025ea8348a748303-1782414040653
359;Belirsiz / Bilinmeyen Müşteri;SERVETİFÜNUN EDEBİYATI -8;ID ve Kelime Eşleşmesi Bulunamadı;SERVETİFÜNUN EDEBİYATI -8;19.12.2023 21:00;Bilinmiyor;dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1703008809430;https://185.86.155.222/playback/presentation/2.3/dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1703008809430
360;Belirsiz / Bilinmeyen Müşteri;Vatandaşlık Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Vatandaşlık Konu: ;21.11.2023 18:57;Bilinmiyor;65969e044fa72289844f0c7e20ac55edd22aaa0b-1700582251752;https://185.86.155.222/playback/presentation/2.3/65969e044fa72289844f0c7e20ac55edd22aaa0b-1700582251752
361;Belirsiz / Bilinmeyen Müşteri;Yeni Türk Dili Genel Tekrar;ID ve Kelime Eşleşmesi Bulunamadı;Yeni Türk Dili Genel Tekrar;27.07.2023 15:52;Bilinmiyor;39cd347fb092a82fdc6677305719f26396a28dc9-1690462356484;https://185.86.155.222/playback/presentation/2.3/39cd347fb092a82fdc6677305719f26396a28dc9-1690462356484
362;Belirsiz / Bilinmeyen Müşteri;Eğitimin Temelleri ;ID ve Kelime Eşleşmesi Bulunamadı;Eğitimin Temelleri ;16.03.2025 19:51;Bilinmiyor;beaf29a63a55cec991fc25dc0d53a52753d0e27f-1742143862697;https://185.86.155.222/playback/presentation/2.3/beaf29a63a55cec991fc25dc0d53a52753d0e27f-1742143862697
363;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - ESKİ TÜRK EDEBİYATI;;şerh;14.05.2025 18:43;45 dk;7d856a5528132d97c75d058e84f41111ba0cfb69-1746813423388;https://185.86.155.222/playback/presentation/2.3/7d856a5528132d97c75d058e84f41111ba0cfb69-1746813423388
364;Belirsiz / Bilinmeyen Müşteri;2025 Yeni Türk Edebiyatı  Soru Çözümü ;ID ve Kelime Eşleşmesi Bulunamadı;2025 Yeni Türk Edebiyatı  Soru Çözümü ;6.07.2025 19:21;Bilinmiyor;312bbc85974af75f16f65aa775d5e67ca8f57583-1751818916296;https://185.86.155.222/playback/presentation/2.3/312bbc85974af75f16f65aa775d5e67ca8f57583-1751818916296
365;Türkçe ÖABTdeyiz;.2026 DİL BİLGİSİ;;ŞEKİL/YAPI/BİÇİM BİLGİSİ ( Yapısı Bakımından Sözcükler)-1;18.11.2025 18:59;41 dk;dc12c9d877c70209ea7d0274e884c99ee397001f-1762880060255;https://185.86.155.222/playback/presentation/2.3/dc12c9d877c70209ea7d0274e884c99ee397001f-1762880060255
366;Belirsiz / Bilinmeyen Müşteri;3. DENEME REHBERLİK;ID ve Kelime Eşleşmesi Bulunamadı;3. DENEME REHBERLİK;16.04.2024 06:17;Bilinmiyor;15a2ee8b633f754e598185dfa9a9fcf803a820c1-1713237455757;https://185.86.155.222/playback/presentation/2.3/15a2ee8b633f754e598185dfa9a9fcf803a820c1-1713237455757
367;Türkçe ÖABTdeyiz;Türkçe Konu: Fiilimsiler;Arşiv / Eski Dönem Dersi;Türkçe Konu: Fiilimsiler;7.01.2024 18:45;Bilinmiyor;65b3407b20fd99ea388d6de557a7a4ccf49c08ef-1704642307745;https://185.86.155.222/playback/presentation/2.3/65b3407b20fd99ea388d6de557a7a4ccf49c08ef-1704642307745
368;Belirsiz / Bilinmeyen Müşteri;MİLLİ EDEBİYAT SANATÇILARI DEVAM;ID ve Kelime Eşleşmesi Bulunamadı;MİLLİ EDEBİYAT SANATÇILARI DEVAM;22.01.2023 18:51;Bilinmiyor;cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1674402681903;https://185.86.155.222/playback/presentation/2.3/cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1674402681903
369;Türkçe ÖABTdeyiz;2025 - GENEL TEKRAR;;DÖRT TEMEL BECERİ - 7;11.07.2025 18:39;45 dk;059f2ad29732c04932217af6f0290782094cecca-1752335171500;https://185.86.155.222/playback/presentation/2.3/059f2ad29732c04932217af6f0290782094cecca-1752335171500
370;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - DÜNYA EDEBİYATI;;SORU ÇÖZÜM 2;16.02.2025 14:53;44 dk;975229ad30f83f67fff0cb3430c313edfa6e64a6-1740916175261;https://185.86.155.222/playback/presentation/2.3/975229ad30f83f67fff0cb3430c313edfa6e64a6-1740916175261
371;Belirsiz / Bilinmeyen Müşteri;TANZİMAT EDEBİYATI 1.DÖNEM -1;ID ve Kelime Eşleşmesi Bulunamadı;TANZİMAT EDEBİYATI 1.DÖNEM -1;7.11.2023 20:58;Bilinmiyor;dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1699379896388;https://185.86.155.222/playback/presentation/2.3/dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1699379896388
372;Belirsiz / Bilinmeyen Müşteri;2017 YTE;ID ve Kelime Eşleşmesi Bulunamadı;2017 YTE;25.07.2023 21:36;Bilinmiyor;304749d4ea6ec7e6ec06fe32c268cf5fd9b717a9-1690310191139;https://185.86.155.222/playback/presentation/2.3/304749d4ea6ec7e6ec06fe32c268cf5fd9b717a9-1690310191139
373;Belirsiz / Bilinmeyen Müşteri;Bilinmeyen Toplanti;ID ve Kelime Eşleşmesi Bulunamadı;Bilinmeyen Toplanti;7.04.2024 15:58;Bilinmiyor;8641f7f8a4fffaf3b013dd1945356f18a2bccbc5-1712494689169;https://185.86.155.222/playback/presentation/2.3/8641f7f8a4fffaf3b013dd1945356f18a2bccbc5-1712494689169
374;Belirsiz / Bilinmeyen Müşteri;CUMHURİYET ŞİİRİ-3;ID ve Kelime Eşleşmesi Bulunamadı;CUMHURİYET ŞİİRİ-3;27.02.2024 20:50;Bilinmiyor;dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1709056221966;https://185.86.155.222/playback/presentation/2.3/dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1709056221966
